sector,product,scene,date,type,filename,full_path
Valparaiso,jilin,REQ_3134,20221118,mss,JL1KF01A_PMS01_20221118221930_200113258_101_0022_001_L3A_MSS_nir.tif,s3://easido-prod-dc-data-projects/saf/jilin/valparaiso/2022/REQ_3134/JL1KF01A_PMS01_20221118221930_200113258_101_0022_001_L3A_MSS_nir.tif
Valparaiso,jilin,REQ_3134,20221118,mss,JL1KF01A_PMS01_20221118221930_200113258_101_0023_001_L3A_MSS_red.tif,s3://easido-prod-dc-data-projects/saf/jilin/valparaiso/2022/REQ_3134/JL1KF01A_PMS01_20221118221930_200113258_101_0023_001_L3A_MSS_red.tif
Valparaiso,jilin,REQ_3134,20221118,mss,JL1KF01A_PMS02_20221118221930_200113258_101_0022_001_L3A_MSS_red.tif,s3://easido-prod-dc-data-projects/saf/jilin/valparaiso/2022/REQ_3134/JL1KF01A_PMS02_20221118221930_200113258_101_0022_001_L3A_MSS_red.tif
Valparaiso,jilin,REQ_3134,20221118,mss,JL1KF01A_200113258_001_L5A_MSS_red.tif,s3://easido-prod-dc-data-projects/saf/jilin/valparaiso/2022/REQ_3134/JL1KF01A_200113258_001_L5A_MSS_red.tif
Valparaiso,jilin,REQ_3134,20221118,mss,JL1KF01A_PMS01_20221118221930_200113258_101_0022_001_L3A_MSS_blue.tif,s3://easido-prod-dc-data-projects/saf/jilin/valparaiso/2022/REQ_3134/JL1KF01A_PMS01_20221118221930_200113258_101_0022_001_L3A_MSS_blue.tif
Valparaiso,jilin,REQ_3134,20221118,pan,JL1KF01A_PMS01_20221118221930_200113258_101_0023_001_L3A_PAN.tif,s3://easido-prod-dc-data-projects/saf/jilin/valparaiso/2022/REQ_3134/JL1KF01A_PMS01_20221118221930_200113258_101_0023_001_L3A_PAN.tif
Valparaiso,jilin,REQ_3134,20221118,pan,JL1KF01A_PMS02_20221118221930_200113258_101_0022_001_L3A_PAN.tif,s3://easido-prod-dc-data-projects/saf/jilin/valparaiso/2022/REQ_3134/JL1KF01A_PMS02_20221118221930_200113258_101_0022_001_L3A_PAN.tif
Valparaiso,jilin,REQ_3134,20221118,mss,JL1KF01A_200113258_001_L5A_MSS_green.tif,s3://easido-prod-dc-data-projects/saf/jilin/valparaiso/2022/REQ_3134/JL1KF01A_200113258_001_L5A_MSS_green.tif
Valparaiso,jilin,REQ_3134,20221118,mss,JL1KF01A_200113258_001_L5A_MSS_nir.tif,s3://easido-prod-dc-data-projects/saf/jilin/valparaiso/2022/REQ_3134/JL1KF01A_200113258_001_L5A_MSS_nir.tif
Valparaiso,jilin,REQ_3134,20221118,mss,JL1KF01A_PMS01_20221118221930_200113258_101_0023_001_L3A_MSS_green.tif,s3://easido-prod-dc-data-projects/saf/jilin/valparaiso/2022/REQ_3134/JL1KF01A_PMS01_20221118221930_200113258_101_0023_001_L3A_MSS_green.tif
Valparaiso,jilin,REQ_3134,20221118,mss,JL1KF01A_PMS02_20221118221930_200113258_101_0022_001_L3A_MSS_green.tif,s3://easido-prod-dc-data-projects/saf/jilin/valparaiso/2022/REQ_3134/JL1KF01A_PMS02_20221118221930_200113258_101_0022_001_L3A_MSS_green.tif
Valparaiso,jilin,REQ_3134,20221118,mss,JL1KF01A_PMS01_20221118221930_200113258_101_0023_001_L3A_MSS_nir.tif,s3://easido-prod-dc-data-projects/saf/jilin/valparaiso/2022/REQ_3134/JL1KF01A_PMS01_20221118221930_200113258_101_0023_001_L3A_MSS_nir.tif
Valparaiso,jilin,REQ_3134,20221118,pan,JL1KF01A_200113258_001_L5A_PAN.tif,s3://easido-prod-dc-data-projects/saf/jilin/valparaiso/2022/REQ_3134/JL1KF01A_200113258_001_L5A_PAN.tif
Valparaiso,jilin,REQ_3134,20221118,mss,JL1KF01A_PMS02_20221118221930_200113258_101_0023_001_L3A_MSS_blue.tif,s3://easido-prod-dc-data-projects/saf/jilin/valparaiso/2022/REQ_3134/JL1KF01A_PMS02_20221118221930_200113258_101_0023_001_L3A_MSS_blue.tif
Valparaiso,jilin,REQ_3134,20221118,mss,JL1KF01A_PMS02_20221118221930_200113258_101_0022_001_L3A_MSS_nir.tif,s3://easido-prod-dc-data-projects/saf/jilin/valparaiso/2022/REQ_3134/JL1KF01A_PMS02_20221118221930_200113258_101_0022_001_L3A_MSS_nir.tif
Petorca,jilin,JL1GF03D05_PMS_20221117234939_200113033_105_0002_001_L3A,20221117,mss,JL1GF03D05_PMS_20221117234939_200113033_105_0002_001_L3A_MSS_green.tif,s3://easido-prod-dc-data-projects/saf/jilin/petorca/2022/JL1GF03D05_PMS_20221117234939_200113033_105_0002_001_L3A/JL1GF03D05_PMS_20221117234939_200113033_105_0002_001_L3A_MSS_green.tif
Petorca,jilin,JL1GF03D05_PMS_20221117234939_200113033_105_0002_001_L3A,20221117,mss,JL1GF03D05_PMS_20221117234939_200113033_105_0002_001_L3A_MSS_nir.tif,s3://easido-prod-dc-data-projects/saf/jilin/petorca/2022/JL1GF03D05_PMS_20221117234939_200113033_105_0002_001_L3A/JL1GF03D05_PMS_20221117234939_200113033_105_0002_001_L3A_MSS_nir.tif
Petorca,jilin,JL1GF03D05_PMS_20221117234939_200113033_105_0002_001_L3A,20221117,pan,JL1GF03D05_PMS_20221117234939_200113033_105_0002_001_L3A_PAN.tif,s3://easido-prod-dc-data-projects/saf/jilin/petorca/2022/JL1GF03D05_PMS_20221117234939_200113033_105_0002_001_L3A/JL1GF03D05_PMS_20221117234939_200113033_105_0002_001_L3A_PAN.tif
Petorca,jilin,JL1GF03D05_PMS_20221117234939_200113033_105_0002_001_L3A,20221117,mss,JL1GF03D05_PMS_20221117234939_200113033_105_0002_001_L3A_MSS_red.tif,s3://easido-prod-dc-data-projects/saf/jilin/petorca/2022/JL1GF03D05_PMS_20221117234939_200113033_105_0002_001_L3A/JL1GF03D05_PMS_20221117234939_200113033_105_0002_001_L3A_MSS_red.tif
Petorca,jilin,JL1GF03D05_PMS_20221117234939_200113033_105_0002_001_L3A,20221117,mss,JL1GF03D05_PMS_20221117234939_200113033_105_0002_001_L3A_MSS_blue.tif,s3://easido-prod-dc-data-projects/saf/jilin/petorca/2022/JL1GF03D05_PMS_20221117234939_200113033_105_0002_001_L3A/JL1GF03D05_PMS_20221117234939_200113033_105_0002_001_L3A_MSS_blue.tif
Valparaiso,aerial,19941018_25551_modificado,19941018,monoband,19941018_25551_modificado.tif,s3://easido-prod-dc-data-projects/saf/aerial/Valparaiso/19941018_25551_modificado/19941018_25551_modificado.tif
Valparaiso,aerial,19941005_21298_modificado,19941005,monoband,19941005_21298_modificado.tif,s3://easido-prod-dc-data-projects/saf/aerial/Valparaiso/19941005_21298_modificado/19941005_21298_modificado.tif
Valparaiso,aerial,19941005_21300_modificado,19941005,monoband,19941005_21300_modificado.tif,s3://easido-prod-dc-data-projects/saf/aerial/Valparaiso/19941005_21300_modificado/19941005_21300_modificado.tif
Valparaiso,aerial,19800805_24321_modificado,19800805,monoband,19800805_24321_modificado.tif,s3://easido-prod-dc-data-projects/saf/aerial/Valparaiso/19800805_24321_modificado/19800805_24321_modificado.tif
Valparaiso,aerial,19941005_21263_modificado,19941005,monoband,19941005_21263_modificado.tif,s3://easido-prod-dc-data-projects/saf/aerial/Valparaiso/19941005_21263_modificado/19941005_21263_modificado.tif
Valparaiso,aerial,19941018_25586_modificado,19941018,monoband,19941018_25586_modificado.tif,s3://easido-prod-dc-data-projects/saf/aerial/Valparaiso/19941018_25586_modificado/19941018_25586_modificado.tif
Valparaiso,aerial,19941005_21245_modificado,19941005,monoband,19941005_21245_modificado.tif,s3://easido-prod-dc-data-projects/saf/aerial/Valparaiso/19941005_21245_modificado/19941005_21245_modificado.tif
Valparaiso,aerial,19800721_20342_modificado,19800721,monoband,19800721_20342_modificado.tif,s3://easido-prod-dc-data-projects/saf/aerial/Valparaiso/19800721_20342_modificado/19800721_20342_modificado.tif
Valparaiso,aerial,19941018_25555_modificado,19941018,monoband,19941018_25555_modificado.tif,s3://easido-prod-dc-data-projects/saf/aerial/Valparaiso/19941018_25555_modificado/19941018_25555_modificado.tif
Valparaiso,aerial,19941018_25546_modificado,19941018,monoband,19941018_25546_modificado.tif,s3://easido-prod-dc-data-projects/saf/aerial/Valparaiso/19941018_25546_modificado/19941018_25546_modificado.tif
Valparaiso,aerial,19941005_21294_modificado,19941005,monoband,19941005_21294_modificado.tif,s3://easido-prod-dc-data-projects/saf/aerial/Valparaiso/19941005_21294_modificado/19941005_21294_modificado.tif
Valparaiso,aerial,19941005_21267_modificado,19941005,monoband,19941005_21267_modificado.tif,s3://easido-prod-dc-data-projects/saf/aerial/Valparaiso/19941005_21267_modificado/19941005_21267_modificado.tif
Valparaiso,aerial,19941018_25553_modificado,19941018,monoband,19941018_25553_modificado.tif,s3://easido-prod-dc-data-projects/saf/aerial/Valparaiso/19941018_25553_modificado/19941018_25553_modificado.tif
Valparaiso,aerial,19941018_25544_modificado,19941018,monoband,19941018_25544_modificado.tif,s3://easido-prod-dc-data-projects/saf/aerial/Valparaiso/19941018_25544_modificado/19941018_25544_modificado.tif
Valparaiso,aerial,19941005_21302_modificado,19941005,monoband,19941005_21302_modificado.tif,s3://easido-prod-dc-data-projects/saf/aerial/Valparaiso/19941005_21302_modificado/19941005_21302_modificado.tif
Valparaiso,aerial,19941018_25597_modificado,19941018,monoband,19941018_25597_modificado.tif,s3://easido-prod-dc-data-projects/saf/aerial/Valparaiso/19941018_25597_modificado/19941018_25597_modificado.tif
Valparaiso,aerial,19941005_21292_modificado,19941005,monoband,19941005_21292_modificado.tif,s3://easido-prod-dc-data-projects/saf/aerial/Valparaiso/19941005_21292_modificado/19941005_21292_modificado.tif
Valparaiso,aerial,19941021_24381_modificado,19941021,monoband,19941021_24381_modificado.tif,s3://easido-prod-dc-data-projects/saf/aerial/Valparaiso/19941021_24381_modificado/19941021_24381_modificado.tif
Valparaiso,aerial,19941005_21247_modificado,19941005,monoband,19941005_21247_modificado.tif,s3://easido-prod-dc-data-projects/saf/aerial/Valparaiso/19941005_21247_modificado/19941005_21247_modificado.tif
Valparaiso,aerial,19941005_21265_modificado,19941005,monoband,19941005_21265_modificado.tif,s3://easido-prod-dc-data-projects/saf/aerial/Valparaiso/19941005_21265_modificado/19941005_21265_modificado.tif
Valparaiso,aerial,19941018_25548_modificado,19941018,monoband,19941018_25548_modificado.tif,s3://easido-prod-dc-data-projects/saf/aerial/Valparaiso/19941018_25548_modificado/19941018_25548_modificado.tif
Valparaiso,aerial,19941018_25584_modificado,19941018,monoband,19941018_25584_modificado.tif,s3://easido-prod-dc-data-projects/saf/aerial/Valparaiso/19941018_25584_modificado/19941018_25584_modificado.tif
Valparaiso,aerial,19941005_21261_modificado,19941005,monoband,19941005_21261_modificado.tif,s3://easido-prod-dc-data-projects/saf/aerial/Valparaiso/19941005_21261_modificado/19941005_21261_modificado.tif
Valparaiso,aerial,19941005_21296_modificado,19941005,monoband,19941005_21296_modificado.tif,s3://easido-prod-dc-data-projects/saf/aerial/Valparaiso/19941005_21296_modificado/19941005_21296_modificado.tif
Valparaiso,aerial,19941005_21301_modificado,19941005,monoband,19941005_21301_modificado.tif,s3://easido-prod-dc-data-projects/saf/aerial/Valparaiso/19941005_21301_modificado/19941005_21301_modificado.tif
Valparaiso,aerial,19941005_21299_modificado,19941005,monoband,19941005_21299_modificado.tif,s3://easido-prod-dc-data-projects/saf/aerial/Valparaiso/19941005_21299_modificado/19941005_21299_modificado.tif
Valparaiso,aerial,19941018_25552_modificado,19941018,monoband,19941018_25552_modificado.tif,s3://easido-prod-dc-data-projects/saf/aerial/Valparaiso/19941018_25552_modificado/19941018_25552_modificado.tif
Valparaiso,aerial,19941005_21264_modificado,19941005,monoband,19941005_21264_modificado.tif,s3://easido-prod-dc-data-projects/saf/aerial/Valparaiso/19941005_21264_modificado/19941005_21264_modificado.tif
Valparaiso,aerial,19941018_25587_modificado,19941018,monoband,19941018_25587_modificado.tif,s3://easido-prod-dc-data-projects/saf/aerial/Valparaiso/19941018_25587_modificado/19941018_25587_modificado.tif
Valparaiso,aerial,19941005_21246_modificado,19941005,monoband,19941005_21246_modificado.tif,s3://easido-prod-dc-data-projects/saf/aerial/Valparaiso/19941005_21246_modificado/19941005_21246_modificado.tif
Valparaiso,aerial,19941021_24380_modificado,19941021,monoband,19941021_24380_modificado.tif,s3://easido-prod-dc-data-projects/saf/aerial/Valparaiso/19941021_24380_modificado/19941021_24380_modificado.tif
Valparaiso,aerial,19941018_25596_modificado,19941018,monoband,19941018_25596_modificado.tif,s3://easido-prod-dc-data-projects/saf/aerial/Valparaiso/19941018_25596_modificado/19941018_25596_modificado.tif
Valparaiso,aerial,19941005_21260_modificado,19941005,monoband,19941005_21260_modificado.tif,s3://easido-prod-dc-data-projects/saf/aerial/Valparaiso/19941005_21260_modificado/19941005_21260_modificado.tif
Valparaiso,aerial,19941018_25583_modificado,19941018,monoband,19941018_25583_modificado.tif,s3://easido-prod-dc-data-projects/saf/aerial/Valparaiso/19941018_25583_modificado/19941018_25583_modificado.tif
Valparaiso,aerial,19941018_25547_modificado,19941018,monoband,19941018_25547_modificado.tif,s3://easido-prod-dc-data-projects/saf/aerial/Valparaiso/19941018_25547_modificado/19941018_25547_modificado.tif
Valparaiso,aerial,19941005_21295_modificado,19941005,monoband,19941005_21295_modificado.tif,s3://easido-prod-dc-data-projects/saf/aerial/Valparaiso/19941005_21295_modificado/19941005_21295_modificado.tif
Valparaiso,aerial,19941018_25545_modificado,19941018,monoband,19941018_25545_modificado.tif,s3://easido-prod-dc-data-projects/saf/aerial/Valparaiso/19941018_25545_modificado/19941018_25545_modificado.tif
Valparaiso,aerial,19941018_25554_modificado,19941018,monoband,19941018_25554_modificado.tif,s3://easido-prod-dc-data-projects/saf/aerial/Valparaiso/19941018_25554_modificado/19941018_25554_modificado.tif
Valparaiso,aerial,19941005_21266_modificado,19941005,monoband,19941005_21266_modificado.tif,s3://easido-prod-dc-data-projects/saf/aerial/Valparaiso/19941005_21266_modificado/19941005_21266_modificado.tif
Valparaiso,aerial,19941005_21293_modificado,19941005,monoband,19941005_21293_modificado.tif,s3://easido-prod-dc-data-projects/saf/aerial/Valparaiso/19941005_21293_modificado/19941005_21293_modificado.tif
Valparaiso,aerial,19941005_21244_modificado,19941005,monoband,19941005_21244_modificado.tif,s3://easido-prod-dc-data-projects/saf/aerial/Valparaiso/19941005_21244_modificado/19941005_21244_modificado.tif
Valparaiso,aerial,19941018_25549_modificado,19941018,monoband,19941018_25549_modificado.tif,s3://easido-prod-dc-data-projects/saf/aerial/Valparaiso/19941018_25549_modificado/19941018_25549_modificado.tif
Valparaiso,aerial,19941005_21262_modificado,19941005,monoband,19941005_21262_modificado.tif,s3://easido-prod-dc-data-projects/saf/aerial/Valparaiso/19941005_21262_modificado/19941005_21262_modificado.tif
Valparaiso,aerial,19941018_25550_modificado,19941018,monoband,19941018_25550_modificado.tif,s3://easido-prod-dc-data-projects/saf/aerial/Valparaiso/19941018_25550_modificado/19941018_25550_modificado.tif
Valparaiso,aerial,19941005_21297_modificado,19941005,monoband,19941005_21297_modificado.tif,s3://easido-prod-dc-data-projects/saf/aerial/Valparaiso/19941005_21297_modificado/19941005_21297_modificado.tif
Glaciar Grey,aerial,19980220_12429_modified,19980220,monoband,19980220_12429_modified.tif,s3://easido-prod-dc-data-projects/saf/aerial/Glaciar Grey/19980220_12429_modified/19980220_12429_modified.tif
Glaciar Grey,aerial,19840330_22214_GEO,19840330,monoband,19840330_22214_GEO.tif,s3://easido-prod-dc-data-projects/saf/aerial/Glaciar Grey/19840330_22214_GEO/19840330_22214_GEO.tif
Glaciar Grey,aerial,19841220_24073_modificado,19841220,monoband,19841220_24073_modificado.tif,s3://easido-prod-dc-data-projects/saf/aerial/Glaciar Grey/19841220_24073_modificado/19841220_24073_modificado.tif
Glaciar Grey,aerial,19980220_12373_GEO,19980220,monoband,19980220_12373_GEO.tif,s3://easido-prod-dc-data-projects/saf/aerial/Glaciar Grey/19980220_12373_GEO/19980220_12373_GEO.tif
Glaciar Grey,aerial,19850129_25841_modificado,19850129,monoband,19850129_25841_modificado.tif,s3://easido-prod-dc-data-projects/saf/aerial/Glaciar Grey/19850129_25841_modificado/19850129_25841_modificado.tif
Glaciar Grey,aerial,19850129_25823_modificado,19850129,monoband,19850129_25823_modificado.tif,s3://easido-prod-dc-data-projects/saf/aerial/Glaciar Grey/19850129_25823_modificado/19850129_25823_modificado.tif
Glaciar Grey,aerial,19840330_22119_GEO,19840330,monoband,19840330_22119_GEO.tif,s3://easido-prod-dc-data-projects/saf/aerial/Glaciar Grey/19840330_22119_GEO/19840330_22119_GEO.tif
Glaciar Grey,aerial,19841220_24060_modificado,19841220,monoband,19841220_24060_modificado.tif,s3://easido-prod-dc-data-projects/saf/aerial/Glaciar Grey/19841220_24060_modificado/19841220_24060_modificado.tif
Glaciar Grey,aerial,19841219_23816_modificado,19841219,monoband,19841219_23816_modificado.tif,s3://easido-prod-dc-data-projects/saf/aerial/Glaciar Grey/19841219_23816_modificado/19841219_23816_modificado.tif
Glaciar Grey,aerial,19840330_22218_GEO,19840330,monoband,19840330_22218_GEO.tif,s3://easido-prod-dc-data-projects/saf/aerial/Glaciar Grey/19840330_22218_GEO/19840330_22218_GEO.tif
Glaciar Grey,aerial,19840330_22120_GEO,19840330,monoband,19840330_22120_GEO.tif,s3://easido-prod-dc-data-projects/saf/aerial/Glaciar Grey/19840330_22120_GEO/19840330_22120_GEO.tif
Glaciar Grey,aerial,19850129_25821_modificado,19850129,monoband,19850129_25821_modificado.tif,s3://easido-prod-dc-data-projects/saf/aerial/Glaciar Grey/19850129_25821_modificado/19850129_25821_modificado.tif
Glaciar Grey,aerial,19980218_11704_modified,19980218,monoband,19980218_11704_modified.tif,s3://easido-prod-dc-data-projects/saf/aerial/Glaciar Grey/19980218_11704_modified/19980218_11704_modified.tif
Glaciar Grey,aerial,19840330_22221_modificado,19840330,monoband,19840330_22221_modificado.tif,s3://easido-prod-dc-data-projects/saf/aerial/Glaciar Grey/19840330_22221_modificado/19840330_22221_modificado.tif
Glaciar Grey,aerial,19980220_12430_GEO,19980220,monoband,19980220_12430_GEO.tif,s3://easido-prod-dc-data-projects/saf/aerial/Glaciar Grey/19980220_12430_GEO/19980220_12430_GEO.tif
Glaciar Grey,aerial,19840330_22216_GEO,19840330,monoband,19840330_22216_GEO.tif,s3://easido-prod-dc-data-projects/saf/aerial/Glaciar Grey/19840330_22216_GEO/19840330_22216_GEO.tif
Glaciar Grey,aerial,19850206_26266_modificado,19850206,monoband,19850206_26266_modificado.tif,s3://easido-prod-dc-data-projects/saf/aerial/Glaciar Grey/19850206_26266_modificado/19850206_26266_modificado.tif
Glaciar Grey,aerial,19850129_25838_modificado,19850129,monoband,19850129_25838_modificado.tif,s3://easido-prod-dc-data-projects/saf/aerial/Glaciar Grey/19850129_25838_modificado/19850129_25838_modificado.tif
Glaciar Grey,aerial,19841220_24071_modificado,19841220,monoband,19841220_24071_modificado.tif,s3://easido-prod-dc-data-projects/saf/aerial/Glaciar Grey/19841220_24071_modificado/19841220_24071_modificado.tif
Glaciar Grey,aerial,19841219_23818_modificado,19841219,monoband,19841219_23818_modificado.tif,s3://easido-prod-dc-data-projects/saf/aerial/Glaciar Grey/19841219_23818_modificado/19841219_23818_modificado.tif
Glaciar Grey,aerial,19841220_24062_modificado,19841220,monoband,19841220_24062_modificado.tif,s3://easido-prod-dc-data-projects/saf/aerial/Glaciar Grey/19841220_24062_modificado/19841220_24062_modificado.tif
Glaciar Grey,aerial,19980220_12371_GEO,19980220,monoband,19980220_12371_GEO.tif,s3://easido-prod-dc-data-projects/saf/aerial/Glaciar Grey/19980220_12371_GEO/19980220_12371_GEO.tif
Glaciar Grey,aerial,19840330_22212_GEO,19840330,monoband,19840330_22212_GEO.tif,s3://easido-prod-dc-data-projects/saf/aerial/Glaciar Grey/19840330_22212_GEO/19840330_22212_GEO.tif
Glaciar Grey,aerial,19980218_11706_GEO,19980218,monoband,19980218_11706_GEO.tif,s3://easido-prod-dc-data-projects/saf/aerial/Glaciar Grey/19980218_11706_GEO/19980218_11706_GEO.tif
Glaciar Grey,aerial,19840330_22122_GEO,19840330,monoband,19840330_22122_GEO.tif,s3://easido-prod-dc-data-projects/saf/aerial/Glaciar Grey/19840330_22122_GEO/19840330_22122_GEO.tif
Glaciar Grey,aerial,19840330_22220_modificado,19840330,monoband,19840330_22220_modificado.tif,s3://easido-prod-dc-data-projects/saf/aerial/Glaciar Grey/19840330_22220_modificado/19840330_22220_modificado.tif
Glaciar Grey,aerial,19840330_22116_GEO,19840330,monoband,19840330_22116_GEO.tif,s3://easido-prod-dc-data-projects/saf/aerial/Glaciar Grey/19840330_22116_GEO/19840330_22116_GEO.tif
Glaciar Grey,aerial,19840330_22215_GEO,19840330,monoband,19840330_22215_GEO.tif,s3://easido-prod-dc-data-projects/saf/aerial/Glaciar Grey/19840330_22215_GEO/19840330_22215_GEO.tif
Glaciar Grey,aerial,19840330_22219_modificado,19840330,monoband,19840330_22219_modificado.tif,s3://easido-prod-dc-data-projects/saf/aerial/Glaciar Grey/19840330_22219_modificado/19840330_22219_modificado.tif
Glaciar Grey,aerial,19841220_24074_modificado,19841220,monoband,19841220_24074_modificado.tif,s3://easido-prod-dc-data-projects/saf/aerial/Glaciar Grey/19841220_24074_modificado/19841220_24074_modificado.tif
Glaciar Grey,aerial,19841219_23817_modificado,19841219,monoband,19841219_23817_modificado.tif,s3://easido-prod-dc-data-projects/saf/aerial/Glaciar Grey/19841219_23817_modificado/19841219_23817_modificado.tif
Glaciar Grey,aerial,19841220_24061_modificado,19841220,monoband,19841220_24061_modificado.tif,s3://easido-prod-dc-data-projects/saf/aerial/Glaciar Grey/19841220_24061_modificado/19841220_24061_modificado.tif
Glaciar Grey,aerial,19850129_25824_modificado,19850129,monoband,19850129_25824_modificado.tif,s3://easido-prod-dc-data-projects/saf/aerial/Glaciar Grey/19850129_25824_modificado/19850129_25824_modificado.tif
Glaciar Grey,aerial,19980220_12370_GEO,19980220,monoband,19980220_12370_GEO.tif,s3://easido-prod-dc-data-projects/saf/aerial/Glaciar Grey/19980220_12370_GEO/19980220_12370_GEO.tif
Glaciar Grey,aerial,19841220_24070_modificado,19841220,monoband,19841220_24070_modificado.tif,s3://easido-prod-dc-data-projects/saf/aerial/Glaciar Grey/19841220_24070_modificado/19841220_24070_modificado.tif
Glaciar Grey,aerial,19980218_11705_GEO,19980218,monoband,19980218_11705_GEO.tif,s3://easido-prod-dc-data-projects/saf/aerial/Glaciar Grey/19980218_11705_GEO/19980218_11705_GEO.tif
Glaciar Grey,aerial,19840330_22121_GEO,19840330,monoband,19840330_22121_GEO.tif,s3://easido-prod-dc-data-projects/saf/aerial/Glaciar Grey/19840330_22121_GEO/19840330_22121_GEO.tif
Glaciar Grey,aerial,19850206_26267_modificado,19850206,monoband,19850206_26267_modificado.tif,s3://easido-prod-dc-data-projects/saf/aerial/Glaciar Grey/19850206_26267_modificado/19850206_26267_modificado.tif
Glaciar Grey,aerial,19980220_12431_GEO,19980220,monoband,19980220_12431_GEO.tif,s3://easido-prod-dc-data-projects/saf/aerial/Glaciar Grey/19980220_12431_GEO/19980220_12431_GEO.tif
Glaciar Grey,aerial,19840330_22118_GEO,19840330,monoband,19840330_22118_GEO.tif,s3://easido-prod-dc-data-projects/saf/aerial/Glaciar Grey/19840330_22118_GEO/19840330_22118_GEO.tif
Glaciar Grey,aerial,19850129_25840_modificado,19850129,monoband,19850129_25840_modificado.tif,s3://easido-prod-dc-data-projects/saf/aerial/Glaciar Grey/19850129_25840_modificado/19850129_25840_modificado.tif
Glaciar Grey,aerial,19840330_22217_GEO,19840330,monoband,19840330_22217_GEO.tif,s3://easido-prod-dc-data-projects/saf/aerial/Glaciar Grey/19840330_22217_GEO/19840330_22217_GEO.tif
Glaciar Grey,aerial,19850129_25822_modificado,19850129,monoband,19850129_25822_modificado.tif,s3://easido-prod-dc-data-projects/saf/aerial/Glaciar Grey/19850129_25822_modificado/19850129_25822_modificado.tif
Glaciar Grey,aerial,19850129_25839_modificado,19850129,monoband,19850129_25839_modificado.tif,s3://easido-prod-dc-data-projects/saf/aerial/Glaciar Grey/19850129_25839_modificado/19850129_25839_modificado.tif
Glaciar Grey,aerial,19841220_24072_modificado,19841220,monoband,19841220_24072_modificado.tif,s3://easido-prod-dc-data-projects/saf/aerial/Glaciar Grey/19841220_24072_modificado/19841220_24072_modificado.tif
Glaciar Grey,aerial,19980218_11707_GEO,19980218,monoband,19980218_11707_GEO.tif,s3://easido-prod-dc-data-projects/saf/aerial/Glaciar Grey/19980218_11707_GEO/19980218_11707_GEO.tif
